"x" "y"
"217" -5341322.62400329 300682.192247575
"218" -5231322.62400329 300682.192247575
"219" -5121322.62400329 300682.192247575
"220" -7871322.62400329 190682.192247575
"221" -7761322.62400329 190682.192247575
"222" -7651322.62400329 190682.192247575
"223" -7541322.62400329 190682.192247575
"224" -7431322.62400329 190682.192247575
"225" -7321322.62400329 190682.192247575
"226" -7211322.62400329 190682.192247575
"227" -7101322.62400329 190682.192247575
"228" -6991322.62400329 190682.192247575
"229" -6881322.62400329 190682.192247575
"230" -6771322.62400329 190682.192247575
"231" -6661322.62400329 190682.192247575
"232" -6551322.62400329 190682.192247575
"233" -6441322.62400329 190682.192247575
"234" -6331322.62400329 190682.192247575
"235" -6221322.62400329 190682.192247575
"236" -6111322.62400329 190682.192247575
"237" -6001322.62400329 190682.192247575
"238" -5891322.62400329 190682.192247575
"239" -5781322.62400329 190682.192247575
"240" -5671322.62400329 190682.192247575
"241" -5561322.62400329 190682.192247575
"242" -5451322.62400329 190682.192247575
"243" -5341322.62400329 190682.192247575
"244" -5231322.62400329 190682.192247575
"245" -5121322.62400329 190682.192247575
"246" -5011322.62400329 190682.192247575
"247" -7981322.62400329 80682.1922475751
"248" -7871322.62400329 80682.1922475751
"249" -7761322.62400329 80682.1922475751
"250" -7651322.62400329 80682.1922475751
"251" -7541322.62400329 80682.1922475751
"252" -7431322.62400329 80682.1922475751
"253" -7321322.62400329 80682.1922475751
"254" -7211322.62400329 80682.1922475751
"255" -7101322.62400329 80682.1922475751
"256" -6991322.62400329 80682.1922475751
"257" -6881322.62400329 80682.1922475751
"258" -6771322.62400329 80682.1922475751
"259" -6661322.62400329 80682.1922475751
"260" -6551322.62400329 80682.1922475751
"261" -6441322.62400329 80682.1922475751
"262" -6331322.62400329 80682.1922475751
"263" -6221322.62400329 80682.1922475751
"264" -6111322.62400329 80682.1922475751
"265" -6001322.62400329 80682.1922475751
"266" -5891322.62400329 80682.1922475751
"267" -5781322.62400329 80682.1922475751
"268" -5671322.62400329 80682.1922475751
"269" -5561322.62400329 80682.1922475751
"270" -5451322.62400329 80682.1922475751
"271" -5341322.62400329 80682.1922475751
"272" -5231322.62400329 80682.1922475751
"273" -5121322.62400329 80682.1922475751
"274" -5011322.62400329 80682.1922475751
"275" -9191322.62400329 -29317.8077524249
"276" -9081322.62400329 -29317.8077524249
"277" -7981322.62400329 -29317.8077524249
"278" -7871322.62400329 -29317.8077524249
"279" -7761322.62400329 -29317.8077524249
"280" -7651322.62400329 -29317.8077524249
"281" -7541322.62400329 -29317.8077524249
"282" -7431322.62400329 -29317.8077524249
"283" -7321322.62400329 -29317.8077524249
"284" -7211322.62400329 -29317.8077524249
"285" -7101322.62400329 -29317.8077524249
"286" -6991322.62400329 -29317.8077524249
"287" -6881322.62400329 -29317.8077524249
"288" -6771322.62400329 -29317.8077524249
"289" -6661322.62400329 -29317.8077524249
"290" -6551322.62400329 -29317.8077524249
"291" -6441322.62400329 -29317.8077524249
"292" -6331322.62400329 -29317.8077524249
"293" -6221322.62400329 -29317.8077524249
"294" -6111322.62400329 -29317.8077524249
"295" -6001322.62400329 -29317.8077524249
"296" -5891322.62400329 -29317.8077524249
"297" -5781322.62400329 -29317.8077524249
"298" -5671322.62400329 -29317.8077524249
"299" -5561322.62400329 -29317.8077524249
"300" -5451322.62400329 -29317.8077524249
"301" -5341322.62400329 -29317.8077524249
"302" -5231322.62400329 -29317.8077524249
"303" -5121322.62400329 -29317.8077524249
"304" -5011322.62400329 -29317.8077524249
"305" -4901322.62400329 -29317.8077524249
"306" -4791322.62400329 -29317.8077524249
"307" -8971322.62400329 -139317.807752425
"308" -8091322.62400329 -139317.807752425
"309" -7981322.62400329 -139317.807752425
"310" -7871322.62400329 -139317.807752425
"311" -7761322.62400329 -139317.807752425
"312" -7651322.62400329 -139317.807752425
"313" -7541322.62400329 -139317.807752425
"314" -7431322.62400329 -139317.807752425
"315" -7321322.62400329 -139317.807752425
"316" -7211322.62400329 -139317.807752425
"317" -7101322.62400329 -139317.807752425
"318" -6991322.62400329 -139317.807752425
"319" -6881322.62400329 -139317.807752425
"320" -6771322.62400329 -139317.807752425
"321" -6661322.62400329 -139317.807752425
"322" -6551322.62400329 -139317.807752425
"323" -6441322.62400329 -139317.807752425
"324" -6331322.62400329 -139317.807752425
"325" -6221322.62400329 -139317.807752425
"326" -6111322.62400329 -139317.807752425
"327" -6001322.62400329 -139317.807752425
"328" -5891322.62400329 -139317.807752425
"329" -5781322.62400329 -139317.807752425
"330" -5671322.62400329 -139317.807752425
"331" -5561322.62400329 -139317.807752425
"332" -5451322.62400329 -139317.807752425
"333" -5341322.62400329 -139317.807752425
"334" -5231322.62400329 -139317.807752425
"335" -5121322.62400329 -139317.807752425
"336" -5011322.62400329 -139317.807752425
"337" -4901322.62400329 -139317.807752425
"338" -4791322.62400329 -139317.807752425
"339" -4681322.62400329 -139317.807752425
"340" -4571322.62400329 -139317.807752425
"341" -8091322.62400329 -249317.807752425
"342" -7981322.62400329 -249317.807752425
"343" -7871322.62400329 -249317.807752425
"344" -7761322.62400329 -249317.807752425
"345" -7651322.62400329 -249317.807752425
"346" -7541322.62400329 -249317.807752425
"347" -7431322.62400329 -249317.807752425
"348" -7321322.62400329 -249317.807752425
"349" -7211322.62400329 -249317.807752425
"350" -7101322.62400329 -249317.807752425
"351" -6991322.62400329 -249317.807752425
"352" -6881322.62400329 -249317.807752425
"353" -6771322.62400329 -249317.807752425
"354" -6661322.62400329 -249317.807752425
"355" -6551322.62400329 -249317.807752425
"356" -6441322.62400329 -249317.807752425
"357" -6331322.62400329 -249317.807752425
"358" -6221322.62400329 -249317.807752425
"359" -6111322.62400329 -249317.807752425
"360" -6001322.62400329 -249317.807752425
"361" -5891322.62400329 -249317.807752425
"362" -5781322.62400329 -249317.807752425
"363" -5671322.62400329 -249317.807752425
"364" -5561322.62400329 -249317.807752425
"365" -5451322.62400329 -249317.807752425
"366" -5341322.62400329 -249317.807752425
"367" -5231322.62400329 -249317.807752425
"368" -5121322.62400329 -249317.807752425
"369" -5011322.62400329 -249317.807752425
"370" -4901322.62400329 -249317.807752425
"371" -4791322.62400329 -249317.807752425
"372" -4681322.62400329 -249317.807752425
"373" -4571322.62400329 -249317.807752425
"374" -4461322.62400329 -249317.807752425
"375" -4351322.62400329 -249317.807752425
"376" -4241322.62400329 -249317.807752425
"377" -7981322.62400329 -359317.807752425
"378" -7871322.62400329 -359317.807752425
"379" -7761322.62400329 -359317.807752425
"380" -7651322.62400329 -359317.807752425
"381" -7541322.62400329 -359317.807752425
"382" -7431322.62400329 -359317.807752425
"383" -7321322.62400329 -359317.807752425
"384" -7211322.62400329 -359317.807752425
"385" -7101322.62400329 -359317.807752425
"386" -6991322.62400329 -359317.807752425
"387" -6881322.62400329 -359317.807752425
"388" -6771322.62400329 -359317.807752425
"389" -6661322.62400329 -359317.807752425
"390" -6551322.62400329 -359317.807752425
"391" -6441322.62400329 -359317.807752425
"392" -6331322.62400329 -359317.807752425
"393" -6221322.62400329 -359317.807752425
"394" -6111322.62400329 -359317.807752425
"395" -6001322.62400329 -359317.807752425
"396" -5891322.62400329 -359317.807752425
"397" -5781322.62400329 -359317.807752425
"398" -5671322.62400329 -359317.807752425
"399" -5561322.62400329 -359317.807752425
"400" -5451322.62400329 -359317.807752425
"401" -5341322.62400329 -359317.807752425
"402" -5231322.62400329 -359317.807752425
"403" -5121322.62400329 -359317.807752425
"404" -5011322.62400329 -359317.807752425
"405" -4901322.62400329 -359317.807752425
"406" -4791322.62400329 -359317.807752425
"407" -4681322.62400329 -359317.807752425
"408" -4571322.62400329 -359317.807752425
"409" -4461322.62400329 -359317.807752425
"410" -4351322.62400329 -359317.807752425
"411" -4241322.62400329 -359317.807752425
"412" -4131322.62400329 -359317.807752425
"413" -4021322.62400329 -359317.807752425
"414" -8091322.62400329 -469317.807752425
"415" -7981322.62400329 -469317.807752425
"416" -7871322.62400329 -469317.807752425
"417" -7761322.62400329 -469317.807752425
"418" -7651322.62400329 -469317.807752425
"419" -7541322.62400329 -469317.807752425
"420" -7431322.62400329 -469317.807752425
"421" -7321322.62400329 -469317.807752425
"422" -7211322.62400329 -469317.807752425
"423" -7101322.62400329 -469317.807752425
"424" -6991322.62400329 -469317.807752425
"425" -6881322.62400329 -469317.807752425
"426" -6771322.62400329 -469317.807752425
"427" -6661322.62400329 -469317.807752425
"428" -6551322.62400329 -469317.807752425
"429" -6441322.62400329 -469317.807752425
"430" -6331322.62400329 -469317.807752425
"431" -6221322.62400329 -469317.807752425
"432" -6111322.62400329 -469317.807752425
"433" -6001322.62400329 -469317.807752425
"434" -5891322.62400329 -469317.807752425
"435" -5781322.62400329 -469317.807752425
"436" -5671322.62400329 -469317.807752425
"437" -5561322.62400329 -469317.807752425
"438" -5451322.62400329 -469317.807752425
"439" -5341322.62400329 -469317.807752425
"440" -5231322.62400329 -469317.807752425
"441" -5121322.62400329 -469317.807752425
"442" -5011322.62400329 -469317.807752425
"443" -4901322.62400329 -469317.807752425
"444" -4791322.62400329 -469317.807752425
"445" -4681322.62400329 -469317.807752425
"446" -4571322.62400329 -469317.807752425
"447" -4461322.62400329 -469317.807752425
"448" -4351322.62400329 -469317.807752425
"449" -4241322.62400329 -469317.807752425
"450" -4131322.62400329 -469317.807752425
"451" -4021322.62400329 -469317.807752425
"452" -3911322.62400329 -469317.807752425
"453" -3801322.62400329 -469317.807752425
"454" -8091322.62400329 -579317.807752425
"455" -7981322.62400329 -579317.807752425
"456" -7871322.62400329 -579317.807752425
"457" -7761322.62400329 -579317.807752425
"458" -7651322.62400329 -579317.807752425
"459" -7541322.62400329 -579317.807752425
"460" -7431322.62400329 -579317.807752425
"461" -7321322.62400329 -579317.807752425
"462" -7211322.62400329 -579317.807752425
"463" -7101322.62400329 -579317.807752425
"464" -6991322.62400329 -579317.807752425
"465" -6881322.62400329 -579317.807752425
"466" -6771322.62400329 -579317.807752425
"467" -6661322.62400329 -579317.807752425
"468" -6551322.62400329 -579317.807752425
"469" -6441322.62400329 -579317.807752425
"470" -6331322.62400329 -579317.807752425
"471" -6221322.62400329 -579317.807752425
"472" -6111322.62400329 -579317.807752425
"473" -6001322.62400329 -579317.807752425
"474" -5891322.62400329 -579317.807752425
"475" -5781322.62400329 -579317.807752425
"476" -5671322.62400329 -579317.807752425
"477" -5561322.62400329 -579317.807752425
"478" -5451322.62400329 -579317.807752425
"479" -5341322.62400329 -579317.807752425
"480" -5231322.62400329 -579317.807752425
"481" -5121322.62400329 -579317.807752425
"482" -5011322.62400329 -579317.807752425
"483" -4901322.62400329 -579317.807752425
"484" -4791322.62400329 -579317.807752425
"485" -4681322.62400329 -579317.807752425
"486" -4571322.62400329 -579317.807752425
"487" -4461322.62400329 -579317.807752425
"488" -4351322.62400329 -579317.807752425
"489" -4241322.62400329 -579317.807752425
"490" -4131322.62400329 -579317.807752425
"491" -4021322.62400329 -579317.807752425
"492" -3911322.62400329 -579317.807752425
"493" -3801322.62400329 -579317.807752425
"494" -3691322.62400329 -579317.807752425
"495" -8091322.62400329 -689317.807752425
"496" -7981322.62400329 -689317.807752425
"497" -7871322.62400329 -689317.807752425
"498" -7761322.62400329 -689317.807752425
"499" -7651322.62400329 -689317.807752425
"500" -7541322.62400329 -689317.807752425
"501" -7431322.62400329 -689317.807752425
"502" -7321322.62400329 -689317.807752425
"503" -7211322.62400329 -689317.807752425
"504" -7101322.62400329 -689317.807752425
"505" -6991322.62400329 -689317.807752425
"506" -6881322.62400329 -689317.807752425
"507" -6771322.62400329 -689317.807752425
"508" -6661322.62400329 -689317.807752425
"509" -6551322.62400329 -689317.807752425
"510" -6441322.62400329 -689317.807752425
"511" -6331322.62400329 -689317.807752425
"512" -6221322.62400329 -689317.807752425
"513" -6111322.62400329 -689317.807752425
"514" -6001322.62400329 -689317.807752425
"515" -5891322.62400329 -689317.807752425
"516" -5781322.62400329 -689317.807752425
"517" -5671322.62400329 -689317.807752425
"518" -5561322.62400329 -689317.807752425
"519" -5451322.62400329 -689317.807752425
