Id	fly	side	image	rep	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30
c0003d01m02l2_1	c0003d01m02	l	2	1	-0.2511803174574496	0.06486064175003044	-0.24070418562699178	0.015931088628624735	-0.26608992221687283	-0.018256476843485383	-0.21023123339470662	-0.06306288066919749	-0.19679137883929626	-0.04699401841600212	-0.1635708846861098	0.023053134047166086	-0.13893821003159917	0.08936667804880934	-0.06401842120722694	0.020099994199646073	-0.06195573111697317	-0.006047117176814864	0.08970790577741411	-0.03139672584780888	0.0889854492667636	-0.09602085370615548	0.2879914511595434	0.1744933142526441	0.47199582729435835	0.07276133631266529	0.46324870977503446	-0.019690124447140932	0.1915509413041138	-0.17909799013298214
c0003d01m02l2_2	c0003d01m02	l	2	2	-0.2514147945876998	0.06471184260824381	-0.239046239195382	0.0183740300680495	-0.2640606415519221	-0.018083170951079208	-0.21020679141890017	-0.06438901862953145	-0.19675950389311658	-0.04831044468568503	-0.16485518556759465	0.022730177832710717	-0.13911634062505418	0.08927516842334073	-0.06412666819390733	0.0200005254388277	-0.063173882206761	-0.006351708737299721	0.08840339559871206	-0.03053457432949476	0.08901235371176025	-0.09612723647254365	0.2880292718826763	0.17461996870583327	0.4734880445944361	0.0719727879640267	0.4632768035483637	-0.018484407775175446	0.19055017790439296	-0.1794039394602223
c0003d01m02r1_1	c0003d01m02	r	1	1	-0.2515881751536775	0.06219164565570677	-0.24128682724654227	0.015454317830435903	-0.26782432865559147	-0.019800002987346365	-0.20968176168375768	-0.06524564486235039	-0.1982427581262503	-0.046697622349546816	-0.16106801935051074	0.023000573966047908	-0.1383993521200558	0.0897821954450515	-0.06483274729589585	0.0210838182968058	-0.061658891092150045	-0.004813192115012709	0.09207289568541706	-0.028259225723313144	0.08882059533363285	-0.09494224222353764	0.29249697596798563	0.17345666953473196	0.4730582376446559	0.07101174100217805	0.46102459844549837	-0.017323616992668836	0.18710955764724113	-0.17889941447718255
c0003d01m02r1_2	c0003d01m02	r	1	2	-0.2506477678912404	0.06309134558974439	-0.2390892678804397	0.015340989397911491	-0.2690248482278041	-0.02033806138333474	-0.20987660194399582	-0.06455510148998689	-0.19716220117912336	-0.04698905703827064	-0.16108531476938712	0.02259556026226414	-0.13964785182955822	0.09038896963048053	-0.06367758692501149	0.020792040085582653	-0.06275874909893957	-0.00539126213458984	0.0910402015387729	-0.02888018047365274	0.09002140410817616	-0.0953175553069076	0.29244755004085826	0.1752724664401536	0.47208250604715535	0.0714791568026646	0.4624191988399379	-0.01774274011898884	0.18495932917060012	-0.1797465702630697
c0003d01m02r2_1	c0003d01m02	r	2	1	-0.2511647622733801	0.06199009562104435	-0.2392150169439637	0.01555878249164509	-0.26885027213880514	-0.01929852308458116	-0.21008536052960444	-0.06516766023275974	-0.1966150709209299	-0.04620638326269535	-0.16236682648763134	0.022438432415831124	-0.13837706817066872	0.09084598180405785	-0.06476181181509133	0.019520416074480133	-0.06272002395882297	-0.00422308884206698	0.09176214970593154	-0.030385410005947286	0.08896781092854551	-0.09480966503952702	0.29308989610814634	0.17390146043058421	0.4725772461161477	0.07217868508924893	0.4617162584227212	-0.01734550513068566	0.18604285195740608	-0.17899761832862657
c0003d01m02r2_2	c0003d01m02	r	2	2	-0.25033022167222596	0.06325282467664287	-0.23941158834770518	0.015526768358484697	-0.2679702867615888	-0.01914675543681792	-0.20925348401616617	-0.06509473254688744	-0.19801148502533597	-0.04644791655185898	-0.16254385407061916	0.02231119158012652	-0.13944471168415737	0.08943079913082609	-0.06395464664403488	0.020547582339390247	-0.06276941966463298	-0.005597424788927154	0.09252218945493683	-0.02955932314505491	0.0886776178038139	-0.09526222865226394	0.29286108950561945	0.17547838259914952	0.47239448283056	0.07239400033408522	0.4615722061740223	-0.01824938132058359	0.1856621121175135	-0.17958378657631144
c0003d01m03l1_1	c0003d01m03	l	1	1	-0.2516612796006564	0.06432656446562234	-0.2378765030058408	0.017459954944373655	-0.263541829844402	-0.018699696901050313	-0.20868556053303888	-0.06489834850701515	-0.19451768844990047	-0.04828514856704931	-0.16292642460654386	0.022160471981549724	-0.13785730006155178	0.09161191797579331	-0.06799622373919735	0.01987231433235872	-0.06746371216160488	-0.00563898078508879	0.09098193359992392	-0.030553738978238987	0.08858834170653859	-0.09545146795389227	0.28863112381468836	0.17747054450369307	0.473762789665467	0.07203895288996395	0.46303823137338695	-0.018602346496693623	0.1875241018427335	-0.18281099290432667
c0003d01m03l1_2	c0003d01m03	l	1	2	-0.25019500248676946	0.06552178560576946	-0.237354548697556	0.017318345622571188	-0.26434574875752087	-0.017954074294842234	-0.20928232722197837	-0.06536039866395806	-0.19398985431497848	-0.04856857892525847	-0.1624470699586101	0.023044734837922968	-0.13711063785325311	0.09149129421840851	-0.06829821228176837	0.019414090608336296	-0.06871274883847892	-0.007392631487081481	0.09088220735866975	-0.031237140987836025	0.0882616800665708	-0.09514471620825032	0.2888633844006285	0.178020734677757	0.4727687541649714	0.07427002038542938	0.4635265480828613	-0.019606763152171545	0.18743357633721613	-0.18381670223679722
c0003d01m03l2_1	c0003d01m03	l	2	1	-0.25088756471991625	0.06577499248535783	-0.23866656317482304	0.015363159509366554	-0.2640816246642506	-0.018183451408547924	-0.20898311535002423	-0.06441096965306611	-0.19391708068407656	-0.048343554750512	-0.16394807098320258	0.022910055350585552	-0.1381319658752778	0.09231047059262346	-0.0683093530015264	0.01959983228357013	-0.06717680576888475	-0.005922410937564308	0.09238144267822412	-0.029305946309669765	0.09081271023159838	-0.09668360318384465	0.2873621628983191	0.17832134580045456	0.47265041008339304	0.07223217596034805	0.46206740196528034	-0.020210982699864002	0.18882801636516597	-0.18345111303923728
c0003d01m03l2_2	c0003d01m03	l	2	2	-0.25094937771999287	0.06557637767749316	-0.23801006118218093	0.01749393985078325	-0.2630516992731337	-0.01824482213587511	-0.20880763994157794	-0.06577012074716407	-0.19392324555309406	-0.048602694969543433	-0.1639466250679449	0.022694329665773096	-0.13812224641133344	0.09214698830602801	-0.06843553584044858	0.02048028020898132	-0.06800225131701554	-0.007416036751995432	0.09147222985515148	-0.02970802645665319	0.0886336071517857	-0.09623310630969142	0.2878251150244549	0.1771864099262193	0.4730540141653581	0.07214191913636805	0.4633691360263329	-0.01908473736143907	0.18889458008363824	-0.1826607000392832
c0003d01m03r1_1	c0003d01m03	r	1	1	-0.25037431148037725	0.0651161728665645	-0.23813287171982397	0.019550646811615214	-0.2683468645204944	-0.01771622301873431	-0.20880210216362088	-0.0653946280182162	-0.19632413101482057	-0.048197678806475575	-0.16142160122799837	0.024360312319927455	-0.13606005405315638	0.09240642530920785	-0.06350126438834786	0.02053918893306224	-0.06029276648407756	-0.005957107381869586	0.08636879209519145	-0.03300499480015327	0.08874068991835102	-0.0988077169750131	0.2793238203079338	0.17744019683856466	0.4735485315800479	0.07214137537913397	0.46631489755470334	-0.016109030861103317	0.1889592355964885	-0.18636693859651057
